,case_id,median,mean,sd,mn,mx,percentile_99_5,percentile_00_5
869,s0437_0000,-981.0,-688.6361253798572,464.81696987330446,-1109,3201,584.0,-1024.0
870,s1292_0000,-893.0,-574.5821660481096,509.320293347987,-1451,3409,630.0,-1025.0
871,s0682_0000,-954.0,-587.6052517751303,499.12467312748583,-1181,1851,525.0,-1024.0
872,s0588_0000,-973.0,-638.4546689952822,540.8626364586206,-1279,2104,1478.0,-1031.0
873,s0909_0000,-109.0,-427.4333621173768,497.4902319795707,-1715,3584,757.0,-1029.0
874,s0514_0000,-87.0,-311.7841488477852,653.1175947395992,-1235,2054,1462.0,-1026.0
875,s0045_0000,-104.0,-395.27293072111,489.52038361089984,-1080,3218,659.0,-1018.0
876,s0096_0000,-538.0,-490.8809655250682,490.7398006803847,-1149,3336,514.0,-1024.0
877,s0313_0000,-27.0,5.494416691009373,192.32594684673748,-1024,3131,1057.0,-192.0
878,s1404_0000,-804.0,-524.184661934724,498.03218249138115,-1323,3367,681.0,-1024.0
879,s0208_0000,15.0,-181.26281745449208,472.4590119471437,-1293,1829,1128.0,-1026.0
880,s0800_0000,-73.0,-145.71312016685192,383.9081227446327,-1083,3358,968.0,-1021.0
881,s1239_0000,-706.0,-470.10200158422225,491.4750366971582,-1602,3552,581.0,-1027.0
882,s0101_0000,-20.0,-298.9870161101006,532.6746484923873,-1027,3105,1328.0,-1002.0
883,s0445_0000,-500.0,-492.1217098189311,477.41622849677344,-1054,2236,480.0,-1021.0
884,s0472_0000,-955.0,-639.383539286398,465.75945580091513,-1257,3722,486.0,-1024.0
885,s0071_0000,-981.0,-677.2492262304172,451.1151846462139,-1097,3172,309.0,-1024.0
886,s0999_0000,-774.0,-508.95933180198955,487.3737551550306,-1064,3236,639.0,-1024.0
887,s0239_0000,-950.0,-606.2340529655903,489.9179552991772,-1058,3287,467.0,-1024.0
888,s0439_0000,-912.0,-588.1828842352144,475.4195363661264,-1063,3154,544.0,-1024.0
889,s0729_0000,-98.0,-251.47305209206053,424.8731212904447,-1122,3130,619.0,-1008.0
890,s0285_0000,-903.0,-612.0613321997524,463.4831538321132,-1641,3666,556.0,-1026.0
891,s1025_0000,-110.0,-318.9438543265065,482.87885622424574,-1042,3073,894.0,-1021.0
892,s0710_0000,-144.0,-369.82018572195386,452.1988394152395,-1333,3760,530.0,-1030.0
893,s1331_0000,-118.0,-838.5700551470588,1200.9177855278394,-3558,1582,510.0,-3047.0
894,s0304_0000,-116.0,-386.1538040282629,465.1523270004859,-1102,2534,510.0,-1024.0
895,s0426_0000,-791.0,-491.6244879852441,508.3825055864664,-1048,1729,828.0,-1022.0
896,s0694_0000,-178.0,-421.01050825245414,521.9902185070667,-1279,2003,955.0,-1048.0
897,s1375_0000,-153.0,-467.3553424127857,481.1013163072716,-1220,3299,505.0,-1024.0
898,s0996_0000,-794.0,-543.3273696831671,461.65389014211024,-1066,1475,432.0,-1024.0
899,s0878_0000,-992.0,-2211.432297988,3111.3108501739343,-9806,2692,414.0,-8245.0
900,s0290_0000,-909.0,-596.4311274907329,468.84809880102046,-1229,3387,515.0,-1025.0
901,s1218_0000,-928.0,-1038.8663580694936,1128.1950902217134,-3559,3299,675.0,-3043.0
902,s0089_0000,-138.0,-423.86488187828854,498.36781687194537,-1277,3456,602.0,-1025.0
903,s1350_0000,-999.0,-799.445262759291,409.13241447656645,-1393,3691,509.0,-1024.0
904,s1287_0000,-933.0,-593.3667564945864,488.3471617765933,-1045,3222,515.0,-1024.0
905,s0866_0000,-892.0,-568.3201358995709,490.49786691519694,-1295,1935,599.0,-1024.0
906,s1150_0000,-967.0,-585.9070111392795,632.5321475860961,-1027,2045,1677.0,-1014.0
907,s0160_0000,-965.0,-657.8391446634171,464.870001790548,-1328,2959,361.0,-1046.0
908,s0698_0000,-108.0,-396.80039763858326,470.7523194308187,-1063,3183,504.0,-1016.0
909,s1255_0000,-897.0,-1023.4721118947872,1132.3640470925604,-3587,2060,492.0,-3040.0
910,s1280_0000,-201.0,-431.52279406077315,475.1447885359524,-1481,3144,537.0,-1031.0
911,s0814_0000,-964.0,-630.0700303420651,505.28457527211043,-1110,3202,932.0,-1024.0
912,s0864_0000,-63963137.0,-167589173.6719335,226075473.56556064,-2034565076,1844445151,36962304.0,-541523969.0
913,s1141_0000,-73.0,-156.55349999918704,340.5938817463529,-1229,3390,739.0,-1024.0
914,s1059_0000,-106.0,-394.1745957702809,524.0355189776483,-1320,2946,1152.0,-1011.0
915,s0179_0000,-880.0,-510.9085688643535,488.81384444741263,-1268,3072,630.0,-1036.0
916,s0737_0000,-112.0,-426.69854266493246,480.3186374714978,-1041,1532,452.0,-1010.0
917,s0848_0000,-664.0,-430.3709865279229,481.3159463749064,-1063,2177,533.0,-1024.0
918,s0237_0000,-892.0,-509.891446333165,500.1455713743032,-1244,1991,558.0,-1038.0
919,s0456_0000,-945.0,-623.495695703371,474.88301526266247,-1199,3447,525.0,-1024.0
920,s0416_0000,-836.0,-486.6058241041426,519.4521412685948,-1039,1567,701.0,-1021.0
921,s0044_0000,-119.0,-378.76349192517716,550.9847726855144,-1591,2668,1338.0,-1043.0
922,s0790_0000,-977.0,-716.1886886095901,470.14437165177634,-1686,3951,1091.0,-1032.0
923,s1173_0000,-927.0,-1056.6911496250182,1124.7097354373686,-3288,3787,747.0,-3037.0
924,s1207_0000,-890.0,-572.5196107583911,473.38214506489646,-1292,3292,555.0,-1024.0
925,s0947_0000,-99.0,-300.7171835702676,476.98759763537754,-1193,2112,937.0,-1040.0
926,s1370_0000,-145.0,-430.4442455075438,503.4704372277257,-1871,3809,736.0,-1027.0
927,s0467_0000,-953.0,-613.7081647332702,483.0641009264086,-1610,3586,672.0,-1024.0
928,s0801_0000,-95.0,-404.91449144572573,503.5732986902688,-1154,3263,629.0,-1028.0
929,s0680_0000,-981.0,-667.9719392284921,466.3130576265812,-1178,3300,456.0,-1024.0
930,s0553_0000,-939.0,-582.4496778424077,486.57615671560615,-1048,3164,537.0,-1021.0
931,s0820_0000,-938.0,-609.5246559298279,534.1454297657094,-1466,3418,1528.0,-1047.0
932,s0665_0000,-120.0,-360.0326586479435,466.128761890218,-1093,3241,517.0,-1028.0
933,s0353_0000,11.0,-11.089810495727974,324.29027844480396,-1143,2014,1146.0,-970.0
934,s0780_0000,-860.0,-528.7722165190869,493.3102851031287,-1043,3098,626.0,-1021.0
935,s0359_0000,-67.0,-351.63047376290336,562.0473283423586,-1248,2868,1483.0,-1039.0
936,s0011_0000,-961.0,-643.9277229832567,481.5887575026659,-1550,3710,456.0,-1025.0
937,s1104_0000,-993.0,-604.3536320509388,505.8537736975851,-1175,3230,916.0,-1024.0
938,s0838_0000,-84.0,-231.1293002586755,436.92383432101946,-1144,3312,542.0,-992.0
939,s0143_0000,-94.0,-402.1738196796691,508.48254416740576,-1347,3374,662.0,-1026.0
940,s0271_0000,-806.0,-494.0772739553838,510.00886789889967,-1585,3644,713.0,-1028.0
941,s1339_0000,-988.0,-600.3368165223341,510.28426402328864,-1340,2290,682.0,-1024.0
942,s0346_0000,-978.0,-659.699691613051,503.255155750112,-1095,3182,1164.0,-1025.0
943,s0826_0000,-200.0,-420.42136180068627,489.8683692467981,-1321,2142,698.0,-1024.0
944,s0287_0000,-998.0,-767.6595775400805,429.3043236919952,-1290,3294,407.0,-1024.0
945,s0016_0000,-836.0,-506.0722552702302,500.297491530873,-1168,3197,660.0,-1024.0
946,s1041_0000,-942.0,-557.3497533766632,524.2096711292239,-1573,3532,833.0,-1024.0
947,s1020_0000,-110.0,-416.4083206784542,478.4989416766376,-1280,3413,559.0,-1024.0
948,s1035_0000,-497.0,-412.56970296135245,512.6437910532709,-1337,1800,900.0,-1026.0
949,s0332_0000,-937.0,-607.3939838770433,501.2565773447303,-1227,3379,845.0,-1024.0
950,s0226_0000,-948.0,-596.7008925844592,486.98168448043674,-1482,2253,691.0,-1032.0
951,s0711_0000,-793.0,-924.836718889708,1186.7340185986916,-3747,3700,618.0,-3043.0
952,s1298_0000,-861.0,-552.4096325599544,473.0523138641045,-1224,3475,420.0,-1024.0
953,s1062_0000,-114.0,-419.40456838320273,498.76076292608303,-1382,3444,667.0,-1025.0
954,s1389_0000,-73.0,-344.42478056467155,981.6525722454036,-9388,2197,684.0,-8192.0
955,s0420_0000,-828.0,-491.5555302928381,537.9041575692374,-1470,3723,982.0,-1029.0
956,s0352_0000,37.0,-98.67221016646849,587.3470890580716,-1097,3164,1666.0,-1024.0
957,s0371_0000,-139.0,-442.07597632016115,484.13333847136454,-1081,3371,711.0,-1024.0
958,s0283_0000,-950.0,-584.9186501761916,494.2794540577388,-1143,2337,470.0,-1023.0
959,s0095_0000,-146.0,-378.87889823642297,484.64908372559256,-1476,3578,624.0,-1028.0
960,s0408_0000,-958.0,-638.5531581838525,483.5608241900876,-1056,3167,768.0,-1024.0
961,s0743_0000,-116.0,-305.43504180394825,462.17976741663546,-1280,3563,658.0,-1043.0
962,s0950_0000,-883.0,-539.4406243108515,488.73081733685495,-1046,1779,625.0,-1021.0
963,s1304_0000,-987.0,-718.0516689675849,443.8194691727666,-1373,3670,545.0,-1024.0
964,s0927_0000,-996.0,-808.6911666826611,408.94080977738105,-1853,3761,551.0,-1024.0
965,s0473_0000,-889.0,-527.6284935723723,489.9162931037143,-1067,1643,480.0,-1023.0
966,s0151_0000,-377.0,-489.89072673007416,497.85657080122064,-1167,1793,532.0,-1059.0
967,s0910_0000,-277.0,-412.48634807887555,677.0490171020641,-9173,14765,1605.0,-1339.0
968,s1042_0000,-895.0,-604.098606262463,472.3059610209193,-1292,3472,510.0,-1024.0
969,s1011_0000,-956.0,-602.1262241932122,527.0859964251457,-1335,3256,1198.0,-1024.0
970,s1338_0000,-19.0,-198.77643027528495,404.1694039966351,-1046,1553,809.0,-1005.0
971,s1233_0000,-978.0,-591.7601290117533,494.79616842847224,-1772,3366,453.0,-1027.0
972,s0786_0000,-952.0,-667.3376318514825,514.1101123636411,-1382,3043,1457.0,-1018.0
973,s0528_0000,-116.0,-369.89679726290467,485.7803035322259,-1229,3260,688.0,-1024.0
974,s0657_0000,-1024.0,-701.7366388257471,474.3278813770486,-1400,1511,373.0,-1025.0
975,s0688_0000,-789.0,-491.3950331227668,489.58069025794106,-1270,3425,638.0,-1032.0
976,s1227_0000,-988.0,-553.1875144768651,657.383426731711,-1194,3367,2905.0,-1024.0
977,s0560_0000,-876.0,-511.60859856706105,494.51425414271614,-1075,1490,459.0,-1023.0
978,s1353_0000,-895.0,-620.6279400393116,473.4304232087661,-1182,3383,681.0,-1024.0
979,s0088_0000,-973.0,-688.625442710936,456.58973478529276,-1799,3747,418.0,-1035.0
980,s1033_0000,-129.0,-401.7240877532699,517.1987839660393,-1670,3415,655.0,-1025.0
981,s0935_0000,-84.0,-246.38230069644285,471.56735570612335,-1044,3187,828.0,-1005.0
982,s0903_0000,-995.0,-736.8467667194591,464.13887068955125,-1548,3869,690.0,-1025.0
983,s0980_0000,-74.0,-202.18358602409148,492.8917443107826,-1073,3309,699.0,-1000.0
984,s1043_0000,-951.0,-545.110719231804,534.3820110899234,-1244,3526,1026.0,-1027.0
985,s0963_0000,-128.0,-441.55320533519534,489.7517096443657,-1496,3495,836.0,-1014.0
986,s1172_0000,-884.0,-586.1599054317043,491.77091758099834,-1419,3392,658.0,-1019.0
987,s1210_0000,-613.0,-494.8479967226559,480.83931940456915,-1194,3334,508.0,-1024.0
988,s0627_0000,-967.0,-705.6185716275377,449.6698680576256,-1178,3568,642.0,-1027.0
989,s1000_0000,-16.0,-154.56378047200147,407.90873655371234,-1244,1882,1073.0,-1024.0
990,s0542_0000,-884.0,-516.5245755744661,490.2979999808043,-1125,2088,475.0,-1024.0
991,s0312_0000,-40.0,-192.95754287285106,510.55014797920865,-1129,2715,1492.0,-1031.0
992,s1290_0000,-88.0,-352.29936785737345,487.6884583148703,-1035,1706,766.0,-1024.0
993,s0721_0000,-107.0,-400.0775114361321,477.3235110287889,-1036,1400,529.0,-1020.0
994,s1103_0000,-947.0,-593.6444115544848,498.2438731405173,-1495,2973,821.0,-1024.0
995,s0762_0000,-943.0,-640.7862289912332,468.4734930276282,-1472,3600,415.0,-1024.0
996,s0726_0000,-970.0,-689.2145507368987,453.1620314714515,-1206,2439,442.0,-1024.0
997,s1168_0000,-955.0,-980.4435157920776,1179.9950251840285,-3594,3299,1177.0,-3038.0
998,s0959_0000,-924.0,-615.5920565378804,487.6982967727963,-1070,3286,769.0,-1014.0
999,s0713_0000,-989.0,-537.2664350587514,660.594287821564,-1447,3399,2547.0,-1026.0
1000,s1238_0000,-858.0,-549.6607828556018,480.0934992511324,-1304,3204,444.0,-1024.0
1001,s0702_0000,-111.0,-435.69385560457636,506.0778119424416,-1265,2148,622.0,-1026.0
1002,s0705_0000,-425.0,-479.34872461720437,488.6475215451631,-1358,3624,517.0,-1024.0
1003,s0639_0000,-114.0,-356.5161524005031,440.2381922649663,-1056,3072,495.0,-1024.0
1004,s0391_0000,-856.0,-554.1816911192246,511.8679756708268,-1301,3407,763.0,-1031.0
1005,s0690_0000,-830.0,-508.46711933394187,499.9799163397503,-1482,3497,735.0,-1019.0
1006,s0638_0000,-504.0,-470.578416195724,510.35091289641133,-1197,1855,1072.0,-1029.0
1007,s0738_0000,-723.0,-420.64577470537654,507.4956242113699,-1226,3280,610.0,-1024.0
1008,s1171_0000,-979.0,-780.8899636586772,419.09920756226956,-1580,4092,627.0,-1053.0
1009,s0152_0000,-979.0,-665.4753239442086,489.16187685492343,-1161,3376,849.0,-1027.0
1010,s0300_0000,-972.0,-675.9063638329573,458.40043285323446,-1180,1866,346.0,-1033.0
1011,s1164_0000,-910.0,-581.4884820036896,489.1678975873297,-1069,3172,634.0,-1024.0
1012,s1268_0000,-916.0,-1063.207985410558,1121.9834371686195,-3568,2931,872.0,-3045.0
1013,s0544_0000,-289.0,-446.13356033103133,493.69865134411776,-1148,1854,615.0,-1037.0
1014,s0734_0000,-677.0,-492.75706561180505,501.3397774867453,-1393,3006,806.0,-1035.0
1015,s1275_0000,-911.0,-981.9325957863887,1170.0803149094897,-3702,3982,1140.0,-3041.0
1016,s0374_0000,-911.0,-576.0259604152758,516.1756844931801,-1279,3239,941.0,-1024.0
1017,s1362_0000,-929.0,-581.810783147431,503.6089566994443,-1488,3459,568.0,-1024.0
1018,s0074_0000,-70.0,-284.14077543990703,454.4093674516423,-1168,1701,640.0,-1040.0
1019,s1310_0000,-166.0,-411.80818379017944,529.1203200015495,-1528,3228,887.0,-1024.0
1020,s0454_0000,-940.0,-571.9592144986132,493.9535692993692,-1468,3613,586.0,-1024.0
1021,s1269_0000,-388.0,-465.60403889916967,505.67461418240265,-1406,3341,658.0,-1026.0
1022,s0149_0000,-36.0,-272.0840436637618,515.8512763739138,-1380,3416,1125.0,-1024.0
1023,s1026_0000,-619.0,-447.80693214265494,462.191579879771,-1154,3271,633.0,-1015.0
1024,s0949_0000,-653.0,-443.15705048282604,562.852131390982,-1253,3026,1402.0,-1026.0
1025,s1399_0000,-123.0,-374.2741366829372,438.39708024430763,-1171,3452,442.0,-1024.0
1026,s0530_0000,-89.0,-211.87425048593622,436.93128344022716,-1227,3127,1005.0,-1017.0
1027,s0808_0000,-135.0,-435.6954962656086,894.0071424858496,-10248,10517,765.0,-8192.0
1028,s1155_0000,-305.0,-911.5328522079625,1177.611092379662,-3604,3972,606.0,-3042.0
1029,s0862_0000,-887.0,-514.8582860775095,508.81903586047144,-1246,3507,825.0,-1024.0
1030,s0928_0000,-309.0,-2332.7899746899325,3453.7416325628224,-9745,3355,477.0,-8246.0
1031,s0339_0000,-726.0,-933.8297711546065,1173.595983093085,-3517,2395,646.0,-3046.0
1032,s1154_0000,-959.0,-647.3124908151431,526.2746914331528,-1666,3554,1622.0,-1043.0
1033,s1142_0000,-201.0,-471.16600577561155,487.1716451352677,-1438,3440,501.0,-1026.0
1034,s1018_0000,-748.0,-501.9208132927046,517.9563127592722,-1294,3529,724.0,-1026.0
1035,s1017_0000,-107.0,-278.33574442466687,452.7219803198614,-1445,3553,1132.0,-1036.0
1036,s0355_0000,-934.0,-553.7902909570863,490.5804199609337,-1048,1613,393.0,-1024.0
1037,s0777_0000,-969.0,-637.9616676627612,480.69708637902744,-1423,3607,563.0,-1024.0
1038,s0567_0000,-969.0,-538.1081693276825,609.6884325957697,-1032,1983,1501.0,-1022.0
1039,s0171_0000,-118.0,-450.44802237974443,479.62932733807816,-1033,3178,464.0,-1013.0
1040,s0577_0000,-252.0,-480.762577312744,492.66139758881997,-1489,3552,563.0,-1024.0
1041,s1394_0000,-640.0,-490.6014872804668,494.1891470066268,-1046,2272,627.0,-1024.0
1042,s0699_0000,-905.0,-545.7291876522559,484.00495709754773,-1038,1580,444.0,-1023.0
1043,s0793_0000,-906.0,-578.8028961415315,480.6587977892682,-1069,3429,500.0,-1021.0
1044,s0523_0000,-877.0,-540.2721994313913,476.687875900913,-1095,1772,321.0,-1018.0
1045,s0671_0000,-196.0,-375.9687337176147,493.71676218862706,-1344,3090,731.0,-1031.0
1046,s1123_0000,-948.0,-644.9959231780707,473.3424450824707,-1254,3510,578.0,-1024.0
1047,s0643_0000,-587.0,-456.5682323735865,551.4861794465514,-1283,2852,1480.0,-1044.0
1048,s0869_0000,-920.0,-579.7309117292538,480.1311522344175,-1055,1466,474.0,-1024.0
1049,s0141_0000,-991.0,-623.2571900830147,483.9350649408451,-1142,3240,351.0,-1025.0
1050,s0377_0000,-896.0,-571.8028103266787,517.638464299965,-1439,3694,1101.0,-1033.0
1051,s0015_0000,-948.0,-581.1275796375302,499.3414815970235,-1158,2670,578.0,-1024.0
1052,s1361_0000,-923.0,-549.9737706275453,489.45941493935123,-1218,3274,505.0,-1024.0
1053,s0879_0000,-65.0,-210.48043934227056,430.88841522190563,-1062,3346,760.0,-993.0
1054,s0025_0000,12.0,-193.21163814710943,504.92283075708855,-1634,3338,1247.0,-1027.0
1055,s0104_0000,-966.0,-694.3077051945355,444.0765662033374,-1264,2282,438.0,-1041.0
1056,s0465_0000,-37.0,-217.5263974655719,516.9105658811588,-1558,3503,776.0,-1018.0
1057,s1270_0000,-123.0,-408.6081275463471,514.8419895276394,-1728,3728,994.0,-1025.0
1058,s1206_0000,-942.0,-716.3743080989276,438.8927730305175,-1406,3500,553.0,-1024.0
1059,s0153_0000,-88.0,-299.315072712737,459.1331363175632,-1091,1328,592.0,-1024.0
1060,s0120_0000,-927.0,-576.4548554730804,481.85534831548614,-1361,1881,453.0,-1026.0
1061,s1326_0000,-114.0,-426.2666555762577,490.6977877404589,-1363,3372,458.0,-1026.0
1062,s1315_0000,-105.0,-258.678109168913,433.0447463112908,-1178,3389,856.0,-1024.0
1063,s0623_0000,-923.0,-540.9604938884639,526.3325943407045,-1050,3083,920.0,-1023.0
1064,s0818_0000,-859.0,-482.84331574489755,537.6155704351643,-1356,3441,775.0,-1024.0
1065,s1312_0000,-914.0,-578.0028974376612,470.24322674450246,-1237,2558,312.0,-1024.0
1066,s0782_0000,-858.0,-582.7603992523134,474.97389657833867,-1195,1296,444.0,-1025.0
1067,s0247_0000,-939.0,-607.0752722650441,482.8494985042969,-1222,2265,358.0,-1037.0
1068,s0940_0000,-860.0,-508.03445667002154,499.59226352146464,-1044,3157,619.0,-1019.0
1069,s1197_0000,-883.0,-579.182853702893,490.02683866546823,-1044,3391,617.0,-1020.0
1070,s0114_0000,-782.0,-523.3693546479083,481.82342131797446,-1256,3454,356.0,-1031.0
1071,s0492_0000,-995.0,-619.4575253299768,484.97738683057077,-1265,1351,443.0,-1025.0
1072,s1237_0000,-321.0,-385.0202322931904,546.5652908184857,-1755,3235,940.0,-1024.0
1073,s1300_0000,-959.0,-533.7032152568048,592.430519100778,-1225,2850,1356.0,-1024.0
1074,s0419_0000,-908.0,-565.3454359744335,487.65535480486596,-1539,3923,702.0,-1024.0
1075,s1336_0000,-795.0,-510.5528054490139,483.91977257605294,-1239,3211,495.0,-1024.0
1076,s0754_0000,-722.0,-511.71854641062737,494.11806043712477,-1219,3127,653.0,-1024.0
1077,s1082_0000,-984.0,-785.9971522834294,423.63951271090303,-1568,4015,668.0,-1040.0
1078,s0531_0000,-152.0,-439.89969163977474,512.20005888247,-1323,3348,708.0,-1026.0
1079,s0063_0000,-989.0,-599.4148771730914,517.3744345613692,-1182,1912,833.0,-1025.0
1080,s0498_0000,-692.0,-479.73756018048704,494.45093755578466,-1137,3312,602.0,-1026.0
1081,s0719_0000,-892.0,-582.5366054732195,473.79885110626725,-1467,3581,420.0,-1025.0
1082,s0988_0000,-939.0,-609.1960324843208,480.7064450779302,-1549,3639,402.0,-1025.0
1083,s0590_0000,-991.0,-594.7405326984714,493.43750549305304,-1043,2374,412.0,-1024.0
1084,s1333_0000,-819.0,-519.6937210747382,438.36838724934086,-1101,2130,299.0,-1024.0
1085,s0425_0000,-127.0,-432.9162432828161,485.19066186396583,-1242,3215,507.0,-1024.0
1086,s1147_0000,-52.0,-209.6157509868634,512.5306305816507,-1269,3101,1459.0,-1023.0
1087,s1379_0000,-881.0,-529.146994829072,494.90035057245007,-1062,3197,623.0,-1024.0
1088,s1143_0000,-878.0,-969.6608905656075,1161.9101286268374,-3621,3394,719.0,-3043.0
1089,s0730_0000,-127.0,-425.8663207927991,508.11099328421597,-1317,3444,799.0,-1061.0
1090,s0984_0000,-943.0,-464.7551652519415,643.2019380945945,-1047,3166,1751.0,-1024.0
1091,s0747_0000,-860.0,-539.8075708549427,478.1225738915734,-1227,2096,429.0,-1024.0
1092,s1334_0000,-310.0,-470.84194330462475,522.967870995748,-1638,3663,765.0,-1025.0
1093,s0881_0000,-117.0,-311.5794259023054,500.9910062398348,-1038,3160,931.0,-1004.0
1094,s1106_0000,-49.0,-186.2208938196191,429.6832364500129,-1052,1260,517.0,-980.0
1095,s0744_0000,8.0,-132.18427861447407,483.58005982296737,-1524,3217,1632.0,-1020.0
1096,s1044_0000,-906.0,-538.771067007722,493.4530091125531,-1049,2453,745.0,-1024.0
1097,s1301_0000,-911.0,-517.982759337586,515.3705251345856,-1427,3531,1029.0,-1026.0
1098,s0970_0000,-996.0,-791.8788007344098,425.6534954170722,-1233,3454,867.0,-1024.0
1099,s0715_0000,-777.0,-527.0061472848971,484.39905527875675,-1107,3237,761.0,-1020.0
1100,s0191_0000,-7.0,-168.51986879420508,379.3931339694544,-1214,3514,621.0,-1002.0
1101,s1101_0000,-881.0,-1002.4044383832957,1143.4006744222243,-3617,3736,589.0,-3041.0
1102,s0546_0000,-984.0,-678.1227149555002,468.60648025161964,-1186,3400,586.0,-1025.0
1103,s0107_0000,-998.0,-641.5566087910777,481.318709161801,-1259,3501,498.0,-1024.0
1104,s1367_0000,-124.0,-434.60850940324724,479.2788787040394,-1252,3409,497.0,-1024.0
1105,s0611_0000,-7.0,-52.33784272549855,301.47520218325053,-1268,2278,1185.0,-1017.0
1106,s1314_0000,-984.0,-759.1729914582768,414.9415655251446,-1473,4009,507.0,-1024.0
1107,s0462_0000,-773.0,-489.9757716538087,506.80154991469163,-1376,3536,815.0,-1024.0
1108,s0485_0000,-966.0,-656.9883615313993,469.85768736030303,-1218,2049,383.0,-1024.0
1109,s0395_0000,-949.0,-637.5752184142417,475.29412408808804,-1278,3593,505.0,-1040.0
1110,s0257_0000,-171.0,-441.10981154442635,480.40171882482485,-1258,3831,599.0,-1031.0
1111,s0103_0000,-943.0,-654.741080725584,493.63487405597726,-1035,1908,1075.0,-1003.0
1112,s0476_0000,-840.0,-517.5313106178016,485.0103253962945,-1249,3160,513.0,-1024.0
1113,s0009_0000,-42.0,-95.12113055078947,314.8210835050557,-1037,2975,719.0,-997.0
1114,s1208_0000,-913.0,-554.6701086086192,514.7320620697526,-1548,3337,572.0,-1024.0
1115,s0736_0000,-559.0,-460.3957790053705,456.62027246721414,-1043,3164,493.0,-1019.0
1116,s0961_0000,-938.0,-1523.5817106454876,2591.5668861109116,-9463,3777,566.0,-8198.0
1117,s1001_0000,-937.0,-610.7984542452778,513.2554757359624,-1273,3296,1325.0,-1016.0
1118,s1352_0000,-20.0,-139.93790557778405,451.3486030843581,-1439,2948,1353.0,-1024.0
1119,s0914_0000,-587.0,-479.7451572293447,483.1281976486266,-1069,2926,566.0,-1022.0
1120,s0837_0000,-111.0,-331.36765653399317,506.85474660405913,-1147,2103,1566.0,-1024.0
1121,s0572_0000,-970.0,-607.3883833762638,522.0366847040236,-1160,3440,1005.0,-1023.0
1122,s0774_0000,-981.0,-654.4679914560126,465.70887410386666,-1047,1984,639.0,-1023.0
1123,s0968_0000,-143.0,-440.77525457400515,437.21227668445033,-1060,3208,449.0,-1019.0
1124,s0495_0000,-121.0,-838.9785956427128,1200.7748550239037,-3644,1539,589.0,-3044.0
1125,s1169_0000,-569.0,-441.1667036285234,528.6582767472565,-1433,3722,1273.0,-1045.0
1126,s0253_0000,-935.0,-613.5738722479933,476.8503263819337,-1595,4213,469.0,-1045.0
1127,s0187_0000,-969.0,-655.2928345679012,551.8033034987315,-1299,3171,1412.0,-1022.0
1128,s0794_0000,-915.0,-554.7699897231221,481.3809876078607,-1234,3010,491.0,-1024.0
1129,s0322_0000,-951.0,-677.4398939801847,457.0341297350809,-1437,3896,442.0,-1033.0
1130,s0449_0000,-931.0,-501.84132939156973,586.4585536016746,-1024,1982,1335.0,-1007.0
1131,s0806_0000,-101.0,-345.2212424426966,464.04346526875696,-1279,2595,612.0,-1024.0
1132,s0759_0000,-125.0,-373.4752708672032,575.1374733298413,-9558,7194,1101.0,-1204.0
1133,s0335_0000,-102.0,-354.8260391591687,432.34304772323316,-1044,3237,372.0,-1012.0
1134,s1009_0000,-38.0,-59.51335703136093,249.8233721838389,-1156,1729,858.0,-992.0
1135,s1199_0000,-704.0,-928.9026334784388,1178.9118206976632,-3302,3306,740.0,-3038.0
1136,s0254_0000,-944.0,-536.6587094575658,536.8428167463342,-1217,2505,954.0,-1050.0
1137,s1039_0000,-937.0,-656.8673783840412,462.8158259267931,-1096,3225,473.0,-1024.0
1138,s0772_0000,-36.0,-115.83080191168752,370.5464064105538,-1166,2945,1317.0,-1009.0
